Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
dbe9ed52-35d9-5e2f-4826-37baa005f350,1963-08-28,,999-23-4163,S99979505,X12529241X,Ms.,Jacalyn740,Regena252,Yundt842,,,S,white,nonhispanic,F,Lakeville  Massachusetts  US,132 Bosco Bridge Suite 20,Barre,Massachusetts,Worcester County,25027,01005,42.37330986964345,-72.09918267222103,354853.45,718521.52,123333
d3abd38d-13c7-5be1-cd17-19b2190a6fe3,1994-01-12,,999-13-5570,S99981670,X36583358X,Mrs.,Dawne25,Robbyn526,Terry864,,Dach178,M,white,nonhispanic,F,Springfield  Massachusetts  US,196 Gottlieb Path,Fall River,Massachusetts,Bristol County,25005,02790,41.69535808260597,-71.09181293188138,365860.86,11160.98,66468
5213995f-58df-e214-2c1b-ff4fcb0c1fc0,1983-07-08,,999-48-1044,S99994642,X12949430X,Mr.,Johnson679,Pedro316,Bauch723,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,592 Corkery Rue Unit 65,Medford,Massachusetts,Middlesex County,25017,02145,42.377030758780556,-71.10951519259494,147980.38,5085.15,97996
96f2c23f-2f96-749e-2e2f-73f4d054a6e6,1989-11-07,,999-69-2358,S99948185,X39288100X,Ms.,Ariadna374,Blanca837,Maya972,,,S,black,nonhispanic,F,Carolina  Puerto Rico  PR,510 Dicki Rest Unit 16,Agawam,Massachusetts,Hampden County,25013,01030,42.10488596888568,-72.64587022377371,296119.22,761401.14,58335
8b84b9f9-fe3f-77cd-4fc4-28d31c6093b3,1979-04-18,,999-10-7941,S99926894,X12861326X,Mr.,Bud153,Ozzie259,Price929,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,671 Dietrich Road,Pembroke,Massachusetts,Plymouth County,,00000,42.09791502093886,-70.7809335880082,113652.15,4427.25,123730
f2d2221e-6b68-e27e-bacd-0795cbf1979f,1955-07-19,,999-23-8678,S99950821,X54260961X,Mrs.,Lilian665,,Roob72,,Harris789,M,white,nonhispanic,F,Rockland  Massachusetts  US,428 O'Reilly Spur,Newburyport,Massachusetts,Essex County,25009,01950,42.81188980486217,-70.89775158665941,309596.20,918161.27,25966
8b593f1a-e27d-358c-0525-cbf4875c2f2b,1997-06-19,2008-12-06,999-93-5296,,,,Philomena945,Rosemarie149,Moen819,,,,white,nonhispanic,F,Worcester  Massachusetts  US,773 Ratke Path,Dedham,Massachusetts,Norfolk County,25021,02090,42.25005139844169,-71.1809049873812,30886.26,0.00,57143
1f2cf36f-bb38-935f-85f4-1110eb7e39b5,1960-03-26,,999-37-3025,S99995152,X56027620X,Mrs.,Priscilla527,Mariette443,Bruen238,,Pouros728,M,white,nonhispanic,F,Holden  Massachusetts  US,655 Nader Row Suite 43,Revere,Massachusetts,Suffolk County,25025,02151,42.431157113236196,-70.97490007137289,242627.97,352501.70,28565
081cef59-7e07-a774-3419-505fae393146,1968-05-23,,999-50-6481,S99970788,X44462243X,Mrs.,Leola603,Kristal814,Sauer652,,Yundt842,M,white,nonhispanic,F,Boston  Massachusetts  US,962 Bailey Dam,Newton,Massachusetts,Middlesex County,25017,02462,42.29766228139596,-71.21000328218133,1143051.18,675826.98,59818
845c7634-80af-73bf-81fa-5432c660347d,1975-07-31,,999-75-8134,S99992252,X27959725X,Mrs.,María Luisa888,,Contreras711,,Serrano248,M,black,hispanic,F,Ponce  Puerto Rico  PR,722 Purdy View,Cohasset,Massachusetts,Norfolk County,,00000,42.279977653783774,-70.8061165152552,144833.36,201158.34,158996
013d8989-3058-bfad-5fb9-163dc6d16553,1997-06-19,,999-84-5360,S99917688,X39699206X,Mrs.,Mandie666,Gregoria352,Schimmel440,,Pouros728,M,white,nonhispanic,F,Springfield  Massachusetts  US,407 Bashirian Camp Unit 42,Dedham,Massachusetts,Norfolk County,25021,02026,42.290050488230136,-71.21793738269574,83275.67,891519.12,57143
f2be6ef1-7d1d-3bd7-813b-496de398a005,1978-05-20,,999-79-6365,S99945516,X29011766X,Mrs.,Chanelle850,Meridith488,Barrows492,,Hand679,M,white,nonhispanic,F,Braintree  Massachusetts  US,442 Schumm Flat,Swansea,Massachusetts,Bristol County,,00000,41.7647835649035,-71.1742932394861,631894.11,724442.16,45621
151a9125-86c4-ee37-3c05-0761cf0e7405,1997-11-28,,999-10-6305,S99958705,X67085789X,Ms.,Elvira561,Amalia471,Ávila241,,,,asian,hispanic,F,Lima  Lima Province  PE,777 Schiller Vale,Boston,Massachusetts,Suffolk County,25025,02132,42.35650250977751,-71.1322009885109,108044.80,473519.43,87545
81ebf548-e1cd-bc33-bcb7-1c78e63c0d41,1980-12-10,,999-70-9309,S99993070,X33044359X,Mrs.,Jada948,Kasandra729,Walter473,,Walter473,D,white,nonhispanic,F,Holbrook  Massachusetts  US,1074 Stracke Gate Suite 23,Lawrence,Massachusetts,Essex County,25009,01841,42.70764978580057,-71.1502787406692,314331.49,456007.38,28323
004248a6-a9b0-a925-6f0c-8faa327d7ab8,1941-01-09,1994-08-10,999-72-5796,S99939007,X49225884X,Mrs.,David908,Elinor7,Breitenberg711,,Steuber698,M,white,nonhispanic,F,North Andover  Massachusetts  US,714 Mosciski Village,Milford,Massachusetts,Worcester County,25027,01757,42.205484572633374,-71.49973748955118,1150768.10,408145.42,50916
038fb4b1-0ed9-38dc-446a-2749a5f297da,1954-09-19,2018-07-02,999-58-2651,S99989413,X36783954X,Mrs.,Tracee120,Cindi877,MacGyver246,,Armstrong51,M,black,nonhispanic,F,Boston  Massachusetts  US,446 Schmeler Club Suite 62,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.97569132794175,-71.0192778772847,985837.52,291640.89,106454
a6f40643-21f9-3c8e-a27b-56a6d9a5a892,1946-04-06,,999-10-1535,S99945833,X79356203X,Mr.,Hunter736,Dee580,Mills423,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,419 Gorczany Ranch,Lowell,Massachusetts,Middlesex County,25017,01852,42.6769295916527,-71.33800083639468,158498.74,183342.75,32897
a20356af-85ab-27b4-d6b5-86aad0eb2f97,1941-01-09,,999-17-5416,S99976162,X25262274X,Ms.,Florinda19,Hermina428,Hoppe518,,,S,white,nonhispanic,F,Malden  Massachusetts  US,879 Medhurst Light,Milford,Massachusetts,Worcester County,25027,01757,42.17845201581442,-71.57081636236686,1307071.60,600352.86,50916
8dc083e6-824c-ddb8-0867-7884618623c3,2000-06-27,,999-96-8376,S99924676,X18979669X,Mr.,Elmer371,,White193,,,,white,nonhispanic,M,Easton  Massachusetts  US,673 Murphy Byway,Boston,Massachusetts,Suffolk County,25025,02128,42.28568534269967,-71.02454005700467,8513.11,670590.91,4019
9ec84226-75b9-d675-e54d-94ad3ca05184,1954-09-19,,999-53-6289,S99920442,X40100640X,Mrs.,Lesa839,Keren761,Greenfelder433,,Hilpert278,M,black,nonhispanic,F,Salem  Massachusetts  US,117 Beer Trail,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01840467954634,-70.95139153729684,1073386.10,472916.20,106454
c5bf4e85-a1e2-d49a-5336-429c5668930b,1977-05-27,,999-60-5063,S99951248,X54789629X,Mr.,Eduardo902,Gaylord332,Bernier607,,,M,white,nonhispanic,M,Boston  Massachusetts  US,493 Turcotte Drive,Bourne,Massachusetts,Barnstable County,25001,02532,41.72519457573348,-70.6289309309231,7818.82,111476.26,20606
0d2b6b66-5e08-d9df-efab-4fee8de98843,2001-11-02,,999-30-9744,S99922690,X67721817X,Ms.,Kalyn451,Berna338,Zboncak558,,,,black,nonhispanic,F,Northampton  Massachusetts  US,863 Ortiz Bypass Unit 20,Freetown,Massachusetts,Bristol County,,00000,41.75079034608698,-71.04146296848731,105973.04,178104.77,42616
3e16b7d2-8ef7-9853-0059-20477b856348,2008-10-20,,999-87-8337,S99934482,,,Argentina169,,Kulas532,,,,white,nonhispanic,F,Acushnet Center  Massachusetts  US,752 Rohan Corner,Springfield,Massachusetts,Hampden County,25013,01109,42.11733635671601,-72.56862723283157,64578.64,116113.67,40880
ddbb5ab3-8e15-c432-68b3-9587c267c247,2017-02-01,,999-64-2669,,,,Nicholas495,Carter549,Dooley940,,,,asian,nonhispanic,M,Beverly  Massachusetts  US,763 Schumm Arcade,Quincy,Massachusetts,Norfolk County,25021,02169,42.311613922077335,-70.99302073395044,23198.34,0.00,136410
51e39027-2ef6-0ee5-d409-f77a3235f9b7,1996-08-16,,999-21-9145,S99930056,X41918372X,Mrs.,Krystal150,Sherly665,Collier206,,Waelchi213,M,white,nonhispanic,F,Boston  Massachusetts  US,274 Streich Highlands,Boston,Massachusetts,Suffolk County,25025,02116,42.327219656110074,-71.19876656919148,92981.70,154467.39,33061
219265f9-2a0f-ac15-71c6-7e424455a025,2004-10-17,,999-95-3159,S99954390,X37390977X,Mr.,Marshall526,Carroll471,Barton704,,,,white,nonhispanic,M,Boston  Massachusetts  US,180 D'Amore Arcade Unit 29,Petersham,Massachusetts,Worcester County,25027,01366,42.44749724008629,-72.24632175834651,75602.83,16647.62,55923
51787593-4e94-1156-68c9-0bbc278276d2,1950-10-13,,999-45-1226,S99965787,X75803470X,Mr.,Issac619,Waylon572,Huel628,,,D,white,nonhispanic,M,Raynham  Massachusetts  US,690 Boyle Mall,Northbridge,Massachusetts,Worcester County,,00000,42.15238019898256,-71.688929112599,34447.43,782381.29,10662
4356eb09-fe53-44c5-08ef-2d21489dd779,1955-07-01,,999-79-6365,S99918530,X72667852X,Mrs.,Delores12,Karon907,Paucek755,PhD,Botsford977,D,asian,hispanic,F,Worcester  Massachusetts  US,170 Barrows Gate Unit 83,Chelsea,Massachusetts,Suffolk County,25025,02150,42.42947187650946,-71.09639150651752,262516.24,213623.87,136303
db960f86-045d-e351-94a3-02e48b2a7f25,1954-09-18,,999-74-5641,S99957675,X12937153X,Mrs.,Eilene124,,Toy286,,Hartmann983,M,hawaiian,nonhispanic,F,Boston  Massachusetts  US,163 Bernier Village,Pembroke,Massachusetts,Plymouth County,,00000,42.03887931818046,-70.85183528867339,276334.76,500772.05,150768
48af47ff-4691-c1d7-f73c-66ea5315cace,1949-05-05,,999-44-4135,S99933374,X88765301X,Mrs.,Shera199,Cherie102,McClure239,,Halvorson124,M,white,nonhispanic,F,Rockland  Massachusetts  US,611 Spencer Divide,Plymouth,Massachusetts,Plymouth County,25023,02360,41.875022109846284,-70.61312080685579,891937.18,322058.47,95712
dad85eef-ea6c-6708-5a5b-8b48994265b5,2002-07-02,,999-61-8970,S99975447,X1918710X,Mr.,Keenan632,Pat3,Emmerich580,,,,white,nonhispanic,M,Rutland  Massachusetts  US,648 Moen Glen Unit 92,Clinton,Massachusetts,Worcester County,25027,01510,42.39439809622641,-71.7252750604603,70901.08,543.87,111388
faecadfb-c68b-be29-30cc-6a66f5a05c41,1994-08-29,,999-72-9368,S99942713,X73480264X,Mrs.,Inell560,Venus149,Heidenreich818,,Mills423,M,white,nonhispanic,F,Arlington  Massachusetts  US,666 Jerde Arcade,Hanover,Massachusetts,Plymouth County,,00000,42.14338558164978,-70.8605442534959,154297.77,188289.40,90352
c2f728c4-312d-e4ae-7ff1-6952996282ba,2009-11-30,,999-93-2556,,,,Leonor133,,Kerluke267,,,,white,nonhispanic,F,Worcester  Massachusetts  US,689 Stark Walk,Oak Bluffs,Massachusetts,Dukes County,,00000,41.47784010238105,-70.559397323671,73345.22,389389.54,37251
1703845e-9072-2997-6639-963870becdf3,1983-11-03,,999-80-4638,S99996010,X79321085X,Mrs.,Pauletta164,Valeria950,Hessel84,,Breitenberg711,M,white,nonhispanic,F,Boston  Massachusetts  US,446 Hoppe Junction Apt 36,Chicopee,Massachusetts,Hampden County,25013,01020,42.2064633269613,-72.57240795887118,197517.79,451868.81,31579
f1ce8b57-b075-8aa3-e057-0e19a6583ab8,2016-11-25,,999-23-1435,,,,Tobias236,Kevin729,Zulauf375,,,,white,nonhispanic,M,Boston  Massachusetts  US,1033 Ziemann Village,Shrewsbury,Massachusetts,Worcester County,,00000,42.31381945311239,-71.71004969940749,24364.56,0.00,72260
a68b87fe-a2f5-ff70-942c-6a8bf66e8570,2013-05-06,,999-56-7097,,,,Michale231,Beau391,Farrell962,,,,white,nonhispanic,M,Peru  Massachusetts  US,652 Homenick Rest,Chelmsford,Massachusetts,Middlesex County,,00000,42.631361405027626,-71.34735666996495,17750.09,21383.37,119149
847a8e8b-7b74-c9d5-f0b3-99a194839309,1990-05-04,,999-77-1416,S99928809,X26084255X,Mr.,Pasquale620,Mauro926,Marvin195,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,830 Dach Neck Apt 56,Northampton,Massachusetts,Hampshire County,25015,01060,42.336876768494946,-72.69351882478021,99980.10,733.87,90648
85bca6b1-d64e-fc4f-8535-496a9c2e0d95,2003-11-13,,999-70-9473,S99939517,X19597267X,Mr.,Jack927,,Herzog843,,,,white,nonhispanic,M,Leominster  Massachusetts  US,1099 Dickinson Skyway,Newton,Massachusetts,Middlesex County,25017,02464,42.27319086621274,-71.19175098832733,73256.79,42443.63,162861
1dc3cb21-199e-5ef6-d307-1538f3d536be,1932-02-24,1996-02-03,999-20-7971,S99975597,X38948737X,Mr.,Normand813,Elbert916,Harvey63,,,S,white,nonhispanic,M,Upton  Massachusetts  US,1024 Batz Way,Dartmouth,Massachusetts,Bristol County,,00000,41.5470028744852,-70.94097592942197,11911.23,246777.64,11979
138b0a81-9e97-67ee-6350-cf4722b13769,1995-10-08,,999-33-5750,S99928925,X31595271X,Mr.,Leo278,Jamar151,Koss676,,,M,black,nonhispanic,M,Somerville  Massachusetts  US,660 Reichert Run,Dedham,Massachusetts,Norfolk County,25021,02026,42.190835562968175,-71.22067218697437,58884.43,27169.31,84558
60dba131-9bea-cbcc-1448-5a012256f85c,1997-09-21,,999-58-7258,S99923718,X16014081X,Mr.,Ronny764,Herschel574,Becker968,,,M,white,nonhispanic,M,Great Barrington  Massachusetts  US,318 Greenfelder Vista,Lexington,Massachusetts,Middlesex County,25017,02421,42.45694720636562,-71.1789734247765,128938.91,604.20,72759
e800fd23-0e97-4be8-4df8-30cf35b0fba3,1994-03-07,,999-50-2865,S99931674,X34972534X,Ms.,Beatriz277,Kris249,Dach178,,,S,white,nonhispanic,F,Ludlow  Massachusetts  US,416 Gulgowski Vista,Dartmouth,Massachusetts,Bristol County,,00000,41.59382324691952,-70.9678273854044,187162.51,605956.95,42002
229856ff-cb0d-37f9-ecc2-af6505e36cc4,1974-08-08,2018-06-26,999-29-8352,S99944407,X19498793X,Mr.,Mitch821,Winford225,Heidenreich818,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,256 Mayert Passage Unit 2,New Bedford,Massachusetts,Bristol County,25005,02748,41.64453617897357,-70.94920840997153,16787.58,220761.77,18813
3561e0e7-270d-4ec0-a3c4-6cacfff774f8,2013-06-06,,999-84-5698,,,,Rayford811,,Keeling57,,,,white,nonhispanic,M,Boston  Massachusetts  US,455 Weissnat Highlands,North Seekonk,Massachusetts,Bristol County,,00000,41.840790003687644,-71.37975251883812,44184.92,4301.17,222652
37ebc00f-ab4b-f8a1-34e2-1de112033485,2020-06-24,,999-57-3437,,,,Elmo857,Clinton763,Medhurst46,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,840 Funk Union,Groton,Massachusetts,Middlesex County,25017,01450,42.5883214127795,-71.55276858976192,10801.04,17099.88,148008
93cfbaff-1d16-c53c-08ab-978862d7bb2d,1989-05-05,,999-76-7439,S99953195,X61546528X,Ms.,Cecile401,Sari509,McClure239,,,S,white,nonhispanic,F,Cambridge  Massachusetts  US,511 Gulgowski Rapid Unit 16,Medway,Massachusetts,Norfolk County,,00000,42.1512673263714,-71.44226240407592,223652.71,475176.41,148817
819170b8-068b-ec6b-529c-bf393b5d2f10,1989-11-14,,999-87-4777,S99912360,X21247221X,Mr.,Ronny764,,Lang846,,,M,white,nonhispanic,M,Holden  Massachusetts  US,415 Grant Green Apt 38,Everett,Massachusetts,Middlesex County,25017,02149,42.40704293261178,-71.02552849065175,73495.18,16440.40,48915
f8e13de0-93c3-5a66-5898-3623f9b1a336,1974-08-08,,999-29-9904,S99930141,X18204972X,Mr.,Forest317,Trenton748,Hammes673,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,1024 Bahringer Corner,New Bedford,Massachusetts,Bristol County,25005,02746,41.63436078476078,-70.98026331174619,18457.54,269436.11,18813
be0cc010-61ff-286b-483e-d62d87479562,1932-02-24,,999-79-8352,S99981959,X19923389X,Mr.,Avery919,Marco578,Willms744,,,M,white,nonhispanic,M,Monson Center  Massachusetts  US,225 Grady Terrace Apt 90,Dartmouth,Massachusetts,Bristol County,,00000,41.60741461033253,-70.92337448797535,28179.86,517980.12,11979
fea28c80-d2e2-e7ce-2570-ad0471d23d8d,2013-10-24,,999-13-8390,,,,Layla49,Addie421,Murphy561,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,556 Homenick Boulevard,Taunton,Massachusetts,Bristol County,25005,02780,41.952139698399726,-71.11807444264736,15697.76,13479.36,128690
a44ba346-2d37-0074-c7e7-91e5659faf66,1969-02-16,,999-92-6569,S99997267,X40716045X,Mr.,Asa127,Randolph418,Romaguera67,,,D,white,nonhispanic,M,South Amherst  Massachusetts  US,176 Shields Village,Beverly,Massachusetts,Essex County,25009,01915,42.55886699962495,-70.84421397464182,120604.25,76485.37,107930
0f88ec61-079e-c60a-2f44-47ee5a9b8196,2006-10-20,,999-77-2852,S99944158,,Ms.,Lashell363,Melina208,Schoen8,,,,white,nonhispanic,F,Orange  Massachusetts  US,1018 Schinner Way Unit 60,Gardner,Massachusetts,Worcester County,25027,01440,42.62554001092307,-72.02893247028773,67490.38,100776.67,33177
633c3d52-eeb0-302e-a350-e6a568ccc066,2016-03-16,,999-71-9111,,,,Caryn49,Shondra529,Gerhold939,,,,white,nonhispanic,F,East Falmouth  Massachusetts  US,739 Upton Viaduct,Lawrence,Massachusetts,Essex County,25009,01843,42.72619474832866,-71.16830029733933,29769.96,6211.40,62401
33d05429-9806-2165-0175-fc95daad2849,1973-08-15,,999-96-3084,S99930063,X67870065X,Mrs.,Dreama246,Fermina506,Kohler843,,Grimes165,M,white,nonhispanic,F,Salem  Massachusetts  US,612 Kling Approach Suite 49,Lexington,Massachusetts,Middlesex County,25017,02421,42.39286924855868,-71.2006439814522,44999.14,504154.56,454589
2eeb8c59-db48-01e8-02b8-6a5bd7c657a7,1990-06-14,,999-54-1301,S99966740,X7732999X,Mrs.,Tamiko523,Daniella68,Cronin387,,Carroll471,M,white,nonhispanic,F,Lexington  Massachusetts  US,895 Conroy Orchard Apt 33,Norfolk,Massachusetts,Norfolk County,,00000,42.15610233727144,-71.30142401087748,242022.30,751323.43,197676
